STATN,DATE,Country,MYEAR,Latitude,Longitude,DEPHU,DEPHL,MATRX,PARGROUP,PARAM,BASIS,QFLAG,Value,MUNIT,VFLAG,tblAnalysisID,tblParamID,tblSampleID,year,month,dayofyear,sample_depth_m,sat_interval_from,sat_interval_to,sat_interval_mid_utc,sampleCount,noDataCount,valid_pixel_count,s3_CHL_OC4ME_mean,s3_CHL_OC4ME_stDev,s3_CHL_OC4ME_min,s3_CHL_OC4ME_max,s3_CHL_NN_mean,s3_CHL_NN_stDev,s3_CHL_NN_min,s3_CHL_NN_max,s3_TSM_NN_mean,s3_TSM_NN_stDev,s3_TSM_NN_min,s3_TSM_NN_max,s3_KD490_M07_mean,s3_KD490_M07_stDev,s3_KD490_M07_min,s3_KD490_M07_max,s3_ADG443_NN_mean,s3_ADG443_NN_stDev,s3_ADG443_NN_min,s3_ADG443_NN_max,s3_B03_mean,s3_B03_stDev,s3_B03_min,s3_B03_max,s3_B04_mean,s3_B04_stDev,s3_B04_min,s3_B04_max,s3_B06_mean,s3_B06_stDev,s3_B06_min,s3_B06_max,s3_B07_mean,s3_B07_stDev,s3_B07_min,s3_B07_max,s3_B08_mean,s3_B08_stDev,s3_B08_min,s3_B08_max,s3_B10_mean,s3_B10_stDev,s3_B10_min,s3_B10_max,s3_B11_mean,s3_B11_stDev,s3_B11_min,s3_B11_max,s3_B17_mean,s3_B17_stDev,s3_B17_min,s3_B17_max,sat_time_diff_hours,has_any_numeric_value,query_status,query_error,s3_buffer_m,s3_day_window,s3_max_cloud,s3_mosaicking_order,s3_chunk_name,doy_sin,doy_cos,spatial_block
ZIJPE,2017-01-30,The Netherlands,2017,51.64466667,4.097,1.0,1.0,SPM,O-MAJ,CPHL,W,,0.93,ug/l,A,580733.0,51856329.0,2278984.0,2017,1,30,1.0,2017-02-03T00:00:00+00:00,2017-02-04T00:00:00+00:00,2017-02-03T12:00:00+00:00,64.0,48.0,16.0,0.9311023466289042,0.2394060131529327,0.6929133534431458,1.3385826349258425,-0.3375984355807305,0.6577977626941961,-1.1496063470840454,0.6771653294563293,1.153724640607834,1.0182097379813162,-0.2425204217433929,2.2578113079071045,-0.3885334716178476,0.1984712753420478,-0.5590551495552063,0.0314960554242134,0.5642224177718163,1.2497959327611312,-0.7559055089950562,1.8425196409225464,0.0123504601651802,0.0115966492427331,0.001275674556382,0.030664999037981,0.0180555146362166,0.0113802000191866,0.0065858950838446,0.0354442000389099,0.0299531556665897,0.0169090955678572,0.0125736268237233,0.0536637492477893,0.0273106340318918,0.0224535699284534,0.0039674071595072,0.0544511266052722,0.026770456090162,0.0241255643621539,0.0012207411928102,0.0536271259188652,0.0269673007969686,0.0248248684819543,0.0008911413024179,0.0541215278208255,0.0392700741795124,0.0353132557023548,0.0019714965019375,0.0805993825197219,0.0613303794834792,0.0594316427604289,0.0001037637412082,0.1398907452821731,108.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2017_01,0.49346814167723735,0.8697638720650646,5_114
LODSGT,2018-01-02,The Netherlands,2018,51.51533333,4.127,1.0,1.0,SPM,O-MAJ,CPHL,W,,0.86,ug/l,A,614503.0,52617177.0,2304965.0,2018,1,2,1.0,2017-12-28T00:00:00+00:00,2017-12-29T00:00:00+00:00,2017-12-28T12:00:00+00:00,64.0,4.0,60.0,0.8060367385546369,0.1763379104763728,0.6929133534431458,2.0,0.5708661178747814,0.0438524509854627,0.2834645509719848,0.6299212574958801,0.5755228919287523,0.1047539697886592,0.1742015331983566,0.8264619708061218,-0.4679133847355843,0.2033771342723848,-0.5944882035255432,1.0,-0.414370093246301,0.0212090487321976,-0.4803149700164795,-0.4015748202800751,0.0132911172462627,0.0034863444375327,-0.0022766799665987,0.0204840246587991,0.0190154740897317,0.0033223192918604,0.0038758516311645,0.025318156927824,0.0290679660936196,0.0024795948086931,0.0217658020555973,0.0345835760235786,0.0127246936627974,0.0025133632712318,0.0045533627271652,0.0184698030352592,0.007265542478611,0.0024477551674577,-0.0009765914874151,0.0127201154828071,0.0060658598750402,0.002377073101598,-0.0016907246317714,0.0105044720694422,0.0035993538869661,0.0026165789084138,-0.0006469915970228,0.0192205589264631,0.0008627591047115,0.0059703421771499,-0.000500502763316,0.0465956628322601,108.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.03439806061360801,0.9994082116062598,5_114
WISSKKE,2018-01-02,The Netherlands,2018,51.6015,3.7205,1.0,1.0,SPM,O-MAJ,CPHL,W,,1.31,ug/l,A,614503.0,52617166.0,2304966.0,2018,1,2,1.0,2017-12-28T00:00:00+00:00,2017-12-29T00:00:00+00:00,2017-12-28T12:00:00+00:00,64.0,48.0,16.0,0.771653525531292,0.1421690527839928,0.5039370059967041,0.9921259880065918,0.6761811003088952,0.075003621006456,0.5196850299835205,0.8661417365074158,1.333775669336319,0.1225502186166764,0.9895271062850952,1.5149590969085691,-0.5221456754952668,0.1128149853108009,-0.7007874250411987,-0.3700787425041199,-0.2010334802325815,0.1445240507959667,-0.4015748202800751,-0.0275590661913156,0.0411561185028404,0.0092365994402952,0.0292367339134216,0.0612262338399887,0.0546536918263882,0.0135127632038441,0.0378795750439167,0.0818994715809822,0.081881163874641,0.0271247090228351,0.0476393960416317,0.123447373509407,0.0580343808978796,0.022772170233378,0.030225533992052,0.0910733416676521,0.045886106789112,0.0203678675102332,0.0211798474192619,0.0763695240020752,0.0425592083483934,0.0191165305154207,0.0195318479090929,0.0704550296068191,0.0277993115596473,0.0128871751215393,0.0128116710111498,0.0492873936891555,0.0008201857745007,0.0020725134565642,-0.0005920582916587,0.0061830510385334,108.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.03439806061360801,0.9994082116062598,5_114
ZIJPE,2018-01-02,The Netherlands,2018,51.64466667,4.097,1.0,1.0,SPM,O-MAJ,CPHL,W,,0.96,ug/l,A,614503.0,52617168.0,2304967.0,2018,1,2,1.0,2017-12-28T00:00:00+00:00,2017-12-29T00:00:00+00:00,2017-12-28T12:00:00+00:00,64.0,32.0,32.0,0.7800196744501591,0.3573576770519748,0.2677165269851684,1.5905511379241943,0.4251968387980014,0.4140976161834543,-0.0314960703253746,1.5433070659637451,-0.0754919288447126,0.8549855234359808,-1.6738697290420532,2.3846397399902344,-0.2468011914752423,0.5944282544996335,-0.7362204790115356,1.0,-0.0263287452980875,0.8386516569101835,-0.834645688533783,1.6456692218780518,0.0463982456021767,0.0533859808638354,-0.0003173917066305,0.158421590924263,0.050843267167238,0.0573160961051436,0.0001586970611242,0.1728690564632415,0.0625549360120203,0.0623319714737866,0.004699851386249,0.1894039809703827,0.0548402372551208,0.0648360725083633,-0.0041077905334532,0.18024842441082,0.0533352932543493,0.0668586977118418,-0.006067079026252,0.181749939918518,0.053011416011941,0.0674980187030055,-0.0057374793104827,0.1827387362718582,0.0610860420783865,0.072755921074499,-0.0036500128917396,0.1889645159244537,0.0759838423376777,0.0852720886686429,-0.0005737472092732,0.2118533998727798,108.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.03439806061360801,0.9994082116062598,5_114
NOORDWK10,2018-01-08,The Netherlands,2018,52.3015,4.30116667,1.0,1.0,SPM,O-MAJ,CPHL,W,,0.68,ug/l,A,614503.0,52616712.0,2305536.0,2018,1,8,1.0,2018-01-07T00:00:00+00:00,2018-01-08T00:00:00+00:00,2018-01-07T12:00:00+00:00,64.0,4.0,60.0,0.7587926427523295,0.0369873833165305,0.6771653294563293,0.8188976049423218,0.4406824052333831,0.0139355035214855,0.4094488024711609,0.4724409282207489,1.2869699676831563,0.0307285589449241,1.2250655889511108,1.3337756395339966,-0.5271653532981875,0.0304425197969432,-0.5944882035255432,-0.4763779640197754,-0.4481627374887467,0.0206354168145675,-0.4803149700164795,-0.4212598502635956,0.0469380794713894,0.0041470489213809,0.0387768186628818,0.0524185933172702,0.0638624247784416,0.0027396296949948,0.0591570809483528,0.0694113001227378,0.0916330482810735,0.0032093183005368,0.0836573392152786,0.0976104065775871,0.0526557224492232,0.0037204190557218,0.0465590395033359,0.0579485483467578,0.0359663702857991,0.0038990768347841,0.0292550437152385,0.041615042835474,0.0319675294682383,0.0037418424908251,0.0255195796489715,0.0376964658498764,0.0194631806574761,0.0031589702998956,0.0129032265394926,0.0237800236791372,0.0022739350120294,0.0016272399575867,-0.0005554360686801,0.0040589626878499,12.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.13718540405660057,0.9905453876091833,5_116
NOORDWK2,2018-01-08,The Netherlands,2018,52.26066667,4.40466667,1.0,1.0,SPM,O-MAJ,CPHL,W,,1.09,ug/l,A,614503.0,52616713.0,2304970.0,2018,1,8,1.0,2018-01-07T00:00:00+00:00,2018-01-08T00:00:00+00:00,2018-01-07T12:00:00+00:00,64.0,4.0,60.0,0.9312335848808287,0.0256305726431976,0.8976377844810486,0.9763779640197754,1.1099737107753758,0.0394740501295669,0.9921259880065918,1.1811023950576782,1.7888481557369236,0.0747105722692032,1.6599059104919434,1.931681156158448,-0.4045275653402009,0.019442404892452,-0.4291338622570038,-0.3582677245140075,0.0328083880245685,0.0407986657885615,-0.0669291466474533,0.1102362126111984,0.0392422271271546,0.00146446989731,0.0358836650848388,0.0411023311316967,0.0611285768449306,0.0014695610950268,0.0571611709892749,0.0626545026898384,0.1015958161403735,0.001345474086297,0.0987456887960434,0.1057222262024879,0.0893524001042048,0.0053121990310181,0.0788048952817916,0.1005951166152954,0.0765254702419042,0.0059536516841685,0.0656208992004394,0.0890591144561767,0.0727140133579572,0.0063405885115302,0.0608966350555419,0.086349070072174,0.0575490608811378,0.0073711387695075,0.0437940619885921,0.0751793012022972,0.0112491235447426,0.0021066280593899,0.0086184283718466,0.016766870394349,12.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.13718540405660057,0.9905453876091833,5_116
NOORDWK20,2018-01-08,The Netherlands,2018,52.341,4.1735,1.0,1.0,SPM,O-MAJ,CPHL,W,,0.76,ug/l,A,614503.0,52616714.0,2305537.0,2018,1,8,1.0,2018-01-07T00:00:00+00:00,2018-01-08T00:00:00+00:00,2018-01-07T12:00:00+00:00,64.0,4.0,60.0,0.688976365327835,0.0348152674601934,0.6456692814826965,0.8188976049423218,0.4286089102427164,0.0146864453779585,0.3937007784843445,0.4566929042339325,1.200605815649033,0.0186612855273982,1.1344739198684692,1.243183970451355,-0.55728347748518,0.046089491299456,-0.6062992215156555,-0.4291338622570038,-0.3986220608154933,0.0078945011303581,-0.4212598502635956,-0.3818897604942322,0.0453675968882938,0.0047906309130765,0.0308481100946664,0.0522171705961227,0.0615881850322087,0.0045814892284486,0.0514847263693809,0.0683675706386566,0.0848115500062704,0.0028173728890892,0.0802331641316413,0.0897549390792846,0.0424909225354591,0.002436983475896,0.0372936204075813,0.0459547750651836,0.0274117265517513,0.0024821527565335,0.0225714910775423,0.0308114886283874,0.0239936533073584,0.0027012298946395,0.0195135362446308,0.0280465111136436,0.0130756566300988,0.0019557464524859,0.0094973612576723,0.0165471378713846,0.0009073161098058,0.0012907320718796,-0.0007568582659587,0.0031067852396517,12.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.13718540405660057,0.9905453876091833,5_116
NOORDWK70,2018-01-08,The Netherlands,2018,52.5855,3.53,1.0,1.0,SPM,O-MAJ,CPHL,W,,1.02,ug/l,A,614503.0,52616715.0,2305538.0,2018,1,8,1.0,2018-01-07T00:00:00+00:00,2018-01-08T00:00:00+00:00,2018-01-07T12:00:00+00:00,64.0,4.0,60.0,0.4761154770851136,0.0420963363030994,0.4094488024711609,0.5354330539703369,0.4380577261249224,0.0166392654810358,0.4251968264579773,0.4724409282207489,1.0943115572134652,0.0280866810182675,1.043882131576538,1.1525921821594238,-0.7127952933311461,0.0130263743055185,-0.7362204790115356,-0.6771653890609741,-0.3379265268643697,0.0126386818239671,-0.3622047305107116,-0.3228346705436706,0.0493548404425382,0.0029159722126807,0.0456984192132949,0.0548722818493843,0.0570607640470067,0.0020835045994971,0.0528031252324581,0.0609332583844661,0.0636411645760138,0.0020750099355396,0.0589373484253883,0.0668111220002174,0.0258058428453902,0.001969767803663,0.0227179788053035,0.0297311339527368,0.0148841832764446,0.0012394760705772,0.0128116710111498,0.017572559416294,0.0129523617060234,0.0012930307175343,0.0111636715009808,0.015320292674005,0.0068672759147981,0.0014888027103787,0.0047914069145917,0.0106692714616656,0.0005670347227957,0.0006225802983869,-0.0005920582916587,0.0015137188602238,12.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.13718540405660057,0.9905453876091833,4_117
TERSLG10,2018-01-09,The Netherlands,2018,53.4605,5.09933333,1.0,1.0,SPM,O-MAJ,CPHL,W,,0.84,ug/l,A,614503.0,52616704.0,2305539.0,2018,1,9,1.0,2018-01-07T00:00:00+00:00,2018-01-08T00:00:00+00:00,2018-01-07T12:00:00+00:00,64.0,4.0,60.0,0.5272965724269549,0.0645151593381977,0.4251968264579773,0.6771653294563293,0.464304452141126,0.0136356688014599,0.4409448802471161,0.5039370059967041,1.107900309562683,0.0361560632895714,0.9895271062850952,1.170710563659668,-0.6899606486161554,0.0278075164363539,-0.7362204790115356,-0.5944882035255432,-0.3802493438124658,0.0097048561169078,-0.4015748202800751,-0.3622047305107116,0.0459074697146813,0.003621798077206,0.0315988659858703,0.049855038523674,0.0512649939085046,0.0021564181908483,0.0443067736923694,0.0541581474244594,0.0591723394890626,0.0017842357376269,0.0559160150587558,0.0631672143936157,0.0251356561357776,0.0018450563500462,0.0227729137986898,0.0282113123685121,0.0156331078149378,0.001348437367299,0.0134891821071505,0.0180486477911472,0.0133323170710355,0.0017801381696845,0.010431227274239,0.0175176262855529,0.0071471306029707,0.0014619320948636,0.0050294511020183,0.0104861604049801,0.0003595088647368,0.0006759830136652,-0.0005920582916587,0.0018066966440528,36.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.1542040475626894,0.988039023376751,6_119
TERSLG50,2018-01-09,The Netherlands,2018,53.76683333,4.7655,1.0,1.0,SPM,O-MAJ,CPHL,W,,0.55,ug/l,A,614503.0,52616705.0,2305540.0,2018,1,9,1.0,2018-01-07T00:00:00+00:00,2018-01-08T00:00:00+00:00,2018-01-07T12:00:00+00:00,64.0,4.0,60.0,0.6349081243077914,0.0897081149883948,0.4724409282207489,0.8346456289291382,0.4425196756919225,0.0136986776953827,0.4251968264579773,0.4724409282207489,1.2305011173089344,0.0355199612422368,1.1344739198684692,1.2794206142425537,-0.6106299281120301,0.0472916445031661,-0.6771653890609741,-0.5118110179901123,-0.3979658896724382,0.0116412101776375,-0.4212598502635956,-0.3818897604942322,0.0474468233684698,0.008192608561951,0.0324045531451702,0.0585711263120174,0.0528724037731687,0.0047820136274852,0.0445631295442581,0.0589373484253883,0.0678472260634104,0.0027098076098265,0.0621967241168022,0.0727988556027412,0.0352339257175724,0.0022109716265969,0.0315439328551292,0.0400402843952178,0.0233954906153182,0.0023002179127097,0.0197698920965194,0.0282662454992532,0.0205798528467615,0.0023195707613962,0.0164372697472572,0.025739312171936,0.0116480006060252,0.0020519510627492,0.0080690952017903,0.0144230490550398,0.001088290875153,0.0013933751825376,-0.0008117915713228,0.0029419851489365,36.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.1542040475626894,0.988039023376751,6_119
BOOMKDP,2018-01-10,The Netherlands,2018,53.379,5.16716667,1.0,1.0,SPM,O-MAJ,CPHL,W,,2.8,ug/l,A,614503.0,52616973.0,2305541.0,2018,1,10,1.0,2018-01-07T00:00:00+00:00,2018-01-08T00:00:00+00:00,2018-01-07T12:00:00+00:00,64.0,11.0,53.0,0.8453424303036816,0.228779408348128,0.6614173054695129,1.3858267068862915,1.2013073867222048,0.0865467457641454,0.9763779640197754,1.291338562965393,1.8345941057745017,0.0666030971936095,1.696142554283142,1.895444393157959,-0.4496360147055589,0.1928388726619658,-0.5708661675453186,0.0433070808649063,0.2502599749362693,0.1078641697805412,0.1692913323640823,0.5433070659637451,0.0551915169465092,0.0182053074184616,0.0131229599937796,0.0690450742840766,0.0641470295640657,0.012975168950321,0.033558152616024,0.0755455195903778,0.0970165021014663,0.0059669592428186,0.0835657864809036,0.104586936533451,0.0957160675019588,0.0032322582055541,0.0903042703866958,0.1018768921494484,0.0882897048063998,0.0042319515525484,0.0811853408813476,0.0974272936582565,0.0859742132279108,0.0044962816536365,0.0779076516628265,0.0941129848361015,0.0830751852887981,0.0065039826257483,0.0725058764219284,0.1000824049115181,0.0255475640296936,0.0084505839428883,0.0137272262945771,0.0500930845737457,60.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.17117705961019986,0.985240282501282,6_118
DANTZGT,2018-01-10,The Netherlands,2018,53.40116667,5.727,1.0,1.0,SPM,O-MAJ,CPHL,W,,12.8,ug/l,A,614503.0,52616965.0,2305530.0,2018,1,10,1.0,2018-01-09T00:00:00+00:00,2018-01-10T00:00:00+00:00,2018-01-09T12:00:00+00:00,64.0,62.0,2.0,1.9055118560791016,0.0,1.9055118560791016,1.9055118560791016,0.8346456289291382,0.0,0.8346456289291382,0.8346456289291382,1.4243674278259275,0.0,1.4243674278259275,1.4243674278259275,0.7165354490280151,0.0,0.7165354490280151,0.7165354490280151,0.2086614072322845,0.0,0.2086614072322845,0.2086614072322845,-0.0083193453028798,0.0,-0.0083193453028798,-0.0083193453028798,0.0059450063854455,0.0,0.0059450063854455,0.0059450063854455,0.0228278469294309,0.0,0.0228278469294309,0.0228278469294309,0.0238898899406194,0.0,0.0238898899406194,0.0238898899406194,0.0210699792951345,0.0,0.0210699792951345,0.0210699792951345,0.0217658020555973,0.0,0.0217658020555973,0.0217658020555973,0.0193487368524074,0.0,0.0193487368524074,0.0193487368524074,0.0033997627906501,0.0,0.0033997627906501,0.0033997627906501,12.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.17117705961019986,0.985240282501282,7_118
HANSWGL,2018-01-11,The Netherlands,2018,51.43616667,4.01416667,1.0,1.0,SPM,O-MAJ,CPHL,W,,0.78,ug/l,A,614503.0,52616959.0,2305533.0,2018,1,11,1.0,2018-01-14T00:00:00+00:00,2018-01-15T00:00:00+00:00,2018-01-14T12:00:00+00:00,64.0,17.0,47.0,1.1794270226295958,0.3292492543662825,0.7244094610214233,2.0,0.431898130064315,0.6820663952881827,-0.9448819160461426,1.0078740119934082,1.5639172335888478,0.6571668793262052,-0.3149937987327575,2.3846397399902344,-0.0986765033387123,0.4328998038743322,-0.5944882035255432,1.0,0.5190149001935694,0.7209592310002044,-0.0275590661913156,1.7637795209884644,0.0241824785207814,0.022422290891097,0.0030884740408509,0.0700338780879974,0.0326246777549385,0.0211755249361898,0.0069887395948171,0.0742271244525909,0.0609281932578441,0.0191735124876007,0.0442152172327041,0.1000091582536697,0.0529324736525403,0.0211363190666968,0.0361400209367275,0.0972624942660331,0.0469346121746174,0.0221166033048873,0.0315988659858703,0.0931974276900291,0.0447813041428936,0.0227190919738398,0.0267098005861043,0.0932523608207702,0.0489577947461858,0.042292064370058,0.0182683803141117,0.1264137774705886,0.0556503093317355,0.0861063670403149,-0.0005920582916587,0.2108279764652252,84.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.18809941761179758,0.9821499931752291,5_114
IrishSea_IrSGyreIntermed_wa02,2018-01-11,United Kingdom,2018,54.07,-5.5,38.3,,WT,O-MAJ,CPHL,W,,0.44,ug/l,,614593.0,52709644.5,2309531.5,2018,1,11,38.3,2018-01-08T00:00:00+00:00,2018-01-09T00:00:00+00:00,2018-01-08T12:00:00+00:00,64.0,4.0,60.0,0.2923884424070516,0.0545805566604509,0.2047244012355804,0.4094488024711609,0.4335957904656727,0.0951623636089327,0.188976377248764,0.5511810779571533,0.5401921227574346,0.0480278634186285,0.3916216790676117,0.6271601915359497,-0.8431102474530541,0.0267100613371349,-0.8897637724876404,-0.7952755689620972,-0.4557086681326231,0.0567831720857167,-0.6377952694892883,-0.4015748202800751,0.0263930185697972,0.0023006195164469,0.0209784246981143,0.0304269548505544,0.0332721960420409,0.0016140596204603,0.029419844970107,0.037202063947916,0.0302844340602556,0.0021975412542246,0.0273323785513639,0.035151220858097,0.0105218674987554,0.0015766930465412,0.0068605616688728,0.0133976265788078,0.0057878362790991,0.0014515572442219,0.0035279404837638,0.0080874059349298,0.004608906165231,0.0013794311282405,0.0025025187060236,0.0069521171972155,0.0023877690230923,0.001263965417616,-7.93473154772073e-05,0.0047181625850498,0.0002383503713645,0.0004765559833818,-0.0003723250119946,0.0013306078035384,60.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.18809941761179758,0.9821499931752291,-8_120
IrishSea_IrSGyreIntermed_wa03,2018-01-11,United Kingdom,2018,54.25,-5.21,49.8,,WT,O-MAJ,CPHL,W,,0.41,ug/l,,614593.0,52709748.0,2309523.0,2018,1,11,49.8,2018-01-11T00:00:00+00:00,2018-01-12T00:00:00+00:00,2018-01-11T12:00:00+00:00,64.0,53.0,11.0,0.1445955525745045,0.2352945983178618,-0.2362204790115356,0.3779527544975281,-0.462419482794675,0.6765915630634128,-0.7716535329818726,1.669291377067566,-0.7679524530063976,0.8941128702452824,-1.329621195793152,1.9497994184494016,-0.8650680184364318,0.0880196094634468,-1.0078740119934082,-0.7834645509719849,-1.3196134621446785,1.0263808782432602,-2.2913386821746826,1.17322838306427,0.1327527449889616,0.0326989058783962,0.0844080969691276,0.1683095842599868,0.1208188994364305,0.0361320508284726,0.0666097030043602,0.1580919921398162,0.1117732094770128,0.0430705871139542,0.0456617958843708,0.1588976681232452,0.1027807923541827,0.0489395183273728,0.0270577110350132,0.156663715839386,0.1014107892459089,0.0526988040802372,0.0196966473013162,0.1618274450302124,0.1006184194914319,0.0536623452637683,0.0177739802747964,0.1625598967075348,0.1005401794206012,0.0556436657447065,0.0143681149929761,0.1645374894142151,0.1071122031320225,0.0676408887623882,0.0033814518246799,0.1955748200416565,12.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.18809941761179758,0.9821499931752291,-8_120
IrishSea_IrSGyreOpenSea_wa01,2018-01-11,United Kingdom,2018,53.95,-5.5,54.3,,WT,O-MAJ,CPHL,W,,0.33,ug/l,,614593.0,52709642.0,2309529.0,2018,1,11,54.3,2018-01-08T00:00:00+00:00,2018-01-09T00:00:00+00:00,2018-01-08T12:00:00+00:00,64.0,4.0,60.0,0.3212598356107872,0.0466453767879431,0.2047244012355804,0.3779527544975281,0.4385826696952183,0.0809059111197832,0.2362204641103744,0.5354330539703369,0.5661617532372472,0.0405093549524065,0.4640950560569763,0.6271601915359497,-0.8226378043492635,0.0243482628617978,-0.8543307185173035,-0.7834645509719849,-0.4455380648374558,0.0434807201358199,-0.5787401795387268,-0.3818897604942322,0.0290856669346491,0.0027352988898147,0.0247322004288434,0.0359569080173969,0.035373090331753,0.0022441207164888,0.0321115776896476,0.0405896194279193,0.0332392361946404,0.0022089028389026,0.0294564664363861,0.0381908640265464,0.0109945993560055,0.0018334936926371,0.0077028726227581,0.0148442042991518,0.005853756222253,0.0012723450641402,0.0037842961028218,0.0089297164231538,0.0047325061711793,0.001382486851534,0.0021546075586229,0.007354961708188,0.0022009957591459,0.0013265359553012,0.0001220748526975,0.0055970954708755,0.0001293992931399,0.0004078515481797,-0.0005737472092732,0.0008728302200324,60.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.18809941761179758,0.9821499931752291,-8_120
MAASSS,2018-01-11,The Netherlands,2018,51.90466667,4.264,1.0,1.0,SPM,O-MAJ,CPHL,W,,6.8,ug/l,A,614504.0,52616722.0,2305534.0,2018,1,11,1.0,2018-01-11T00:00:00+00:00,2018-01-12T00:00:00+00:00,2018-01-11T12:00:00+00:00,64.0,62.0,2.0,1.5433070659637451,0.0,1.5433070659637451,1.5433070659637451,1.149606227874756,0.0,1.149606227874756,1.149606227874756,1.025763750076294,0.0,1.025763750076294,1.025763750076294,0.2440944761037826,0.0,0.2440944761037826,0.2440944761037826,0.8385826349258423,0.0,0.8385826349258423,0.8385826349258423,0.0202826019376516,0.0,0.0202826019376516,0.0202826019376516,0.018378248438239,0.0,0.018378248438239,0.018378248438239,0.0528580583631992,0.0,0.0528580583631992,0.0528580583631992,0.0646687224507331,0.0,0.0646687224507331,0.0646687224507331,0.0622333474457263,0.0,0.0622333474457263,0.0622333474457263,0.061720635741949,0.0,0.061720635741949,0.061720635741949,0.0680928975343704,0.0,0.0680928975343704,0.0680928975343704,0.0827600955963134,0.0,0.0827600955963134,0.0827600955963134,12.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.18809941761179758,0.9821499931752291,5_115
TERNZBI20,2018-01-11,The Netherlands,2018,51.3465,3.8255,1.0,1.0,SPM,O-MAJ,CPHL,W,,1.23,ug/l,A,614503.0,52616950.0,2305531.0,2018,1,11,1.0,2018-01-14T00:00:00+00:00,2018-01-15T00:00:00+00:00,2018-01-14T12:00:00+00:00,64.0,12.0,52.0,1.1650514637048426,0.3344869436761243,0.8188976049423218,2.0,0.8891580792573781,0.1003369264690671,0.7244094610214233,1.039370059967041,1.575237505711042,0.0482936855713106,1.4243674278259275,1.6236692667007446,-0.1331768706440926,0.39352715917539,-0.4527558982372284,1.0,-0.0286947408189567,0.0694270414436287,-0.1456692963838577,0.1692913323640823,0.0168619472264813,0.0118226797122711,-0.0120548103004693,0.0381176210939884,0.0297547266460381,0.0101852789557707,0.0045533627271652,0.0459364615380764,0.0590612995796478,0.0070411356562517,0.0433362834155559,0.0721579641103744,0.045706516991441,0.0059520784368765,0.0342539772391319,0.0586260594427585,0.0373749633391316,0.0054130286267113,0.0259956680238246,0.0479323714971542,0.0350093097211076,0.0056174269447042,0.0220221579074859,0.0463393069803714,0.0239599656958419,0.0042461964694994,0.0155949592590332,0.0350962877273559,0.0002400406440126,0.0016470775722474,-0.000921658182051,0.0058351401239633,84.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.18809941761179758,0.9821499931752291,5_114
VLISSGBISSVH,2018-01-11,The Netherlands,2018,51.412,3.56566667,1.0,1.0,SPM,O-MAJ,CPHL,W,,1.1,ug/l,A,614503.0,52616954.0,2305532.0,2018,1,11,1.0,2018-01-07T00:00:00+00:00,2018-01-08T00:00:00+00:00,2018-01-07T12:00:00+00:00,64.0,36.0,28.0,0.982564666441509,0.1767381108895653,0.7559055089950562,1.748031497001648,0.9915635543210166,0.0148698646176065,0.9448818564414978,1.0078740119934082,1.4101315609046394,0.0778331962620236,1.2794206142425537,1.5511958599090576,-0.3312710928065436,0.2627759774479989,-0.5118110179901123,1.0,0.5615860320893782,0.1799500360369889,0.0314960516989231,0.7204724550247192,0.034500522907105,0.0095712922370593,-6.10289498581551e-06,0.0566850826144218,0.0583893226492884,0.0108647095042306,0.0067323842085897,0.0721762776374816,0.0997737300183092,0.0132901056151688,0.0357188656926155,0.1087984889745712,0.1094851564349872,0.0153798676491838,0.0344920195639133,0.1181554645299911,0.1117753516882658,0.0172432808835635,0.0301339775323867,0.123886838555336,0.1111553888767957,0.017350984158336,0.0271492674946784,0.1228797286748886,0.1088462289688842,0.0173289030192559,0.023285623639822,0.1181554645299911,0.0964182184377153,0.0192222326377841,0.0054506068117916,0.1257545799016952,84.0,True,ok,,1200.0,7.0,100.0,mostRecent,month_2018_01,0.18809941761179758,0.9821499931752291,4_114
