feature,coefficient_standardized
s3_KD490_M07_mean,0.24765428392097089
s3_B08_mean,0.19907469200175484
s3_CHL_OC4ME_mean,-0.19554230989820545
s3_CHL_NN_mean,0.18450308203455335
Longitude,0.14867984302014198
s3_ADG443_NN_mean,-0.14032531845224755
s3_B06_mean,-0.13367153268330342
s3_TSM_NN_mean,0.084702376427465
Latitude,-0.04981932993907901
doy_sin,0.017141789118923705
valid_pixel_count,0.013572399056564818
sat_time_diff_hours,-0.0015933545183554445
