Country,STATN,MYEAR,DATE,Latitude,Longitude,DEPHU,DEPHL,MATRX,PARGROUP,PARAM,BASIS,QFLAG,Value,MUNIT,VFLAG,tblAnalysisID,tblParamID,tblSampleID,year,month,dayofyear,sample_depth_m
France,Point 1 SRN Dunkerque,1992,1992-01-07,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,2.4,ug/l,,166828,42696841,1760170,1992,1,7,0.0
France,Point 3 SRN Dunkerque,1992,1992-01-07,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,2.5,ug/l,,166829,42696956,1760186,1992,1,7,0.0
France,Point 4 SRN Dunkerque,1992,1992-01-07,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,1.5,ug/l,,166829,42696935,1760201,1992,1,7,0.0
France,Point 1 SRN Boulogne,1992,1992-01-09,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.133,ug/l,,166829,42696924,1760216,1992,1,9,0.0
France,Point 2 SRN Boulogne,1992,1992-01-09,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.05,ug/l,,166829,42696922,1760227,1992,1,9,0.0
France,Point 3 SRN Boulogne,1992,1992-01-09,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.09,ug/l,,166829,42696909,1760241,1992,1,9,0.0
France,Point 1 SRN Boulogne,1992,1992-02-05,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,2.67,ug/l,,166829,42696931,1760211,1992,2,36,0.0
France,Point 2 SRN Boulogne,1992,1992-02-05,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,1.14,ug/l,,166829,42696918,1760223,1992,2,36,0.0
France,Point 3 SRN Boulogne,1992,1992-02-05,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166829,42696907,1760239,1992,2,36,0.0
France,Point 1 SRN Dunkerque,1992,1992-02-06,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,4.8,ug/l,,166829,42696836,1760165,1992,2,37,0.0
France,Point 3 SRN Dunkerque,1992,1992-02-06,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,2.6,ug/l,,166829,42696954,1760184,1992,2,37,0.0
France,Point 4 SRN Dunkerque,1992,1992-02-06,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,2.1,ug/l,,166829,42696946,1760200,1992,2,37,0.0
France,Point 1 SRN Dunkerque,1992,1992-03-04,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,7.9,ug/l,,166829,42696968,1760174,1992,3,64,0.0
France,Point 3 SRN Dunkerque,1992,1992-03-04,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,7.9,ug/l,,166829,42696960,1760178,1992,3,64,0.0
France,Point 4 SRN Dunkerque,1992,1992-03-04,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,4.9,ug/l,,166829,42696944,1760198,1992,3,64,0.0
France,Point 1 SRN Dunkerque,1992,1992-03-17,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,12.3,ug/l,,166829,42696970,1760176,1992,3,77,0.0
France,Point 3 SRN Dunkerque,1992,1992-03-17,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,10.8,ug/l,,166829,42696947,1760189,1992,3,77,0.0
France,Point 4 SRN Dunkerque,1992,1992-03-17,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,6.5,ug/l,,166829,42696949,1760191,1992,3,77,0.0
France,Point 1 SRN Boulogne,1992,1992-04-02,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.32,ug/l,,166829,42696938,1760204,1992,4,93,0.0
France,Point 1 SRN Boulogne,1992,1992-04-21,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.32,ug/l,,166829,42696933,1760213,1992,4,112,0.0
France,Point 2 SRN Boulogne,1992,1992-04-21,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.16,ug/l,,166829,42696928,1760221,1992,4,112,0.0
France,Point 3 SRN Boulogne,1992,1992-04-21,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.24,ug/l,,166829,42696915,1760234,1992,4,112,0.0
France,Point 1 SRN Boulogne,1992,1992-05-05,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.08,ug/l,,166829,42696932,1760212,1992,5,126,0.0
France,Point 1 SRN Dunkerque,1992,1992-05-05,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,5.8,ug/l,,166829,42696969,1760175,1992,5,126,0.0
France,Point 2 SRN Boulogne,1992,1992-05-05,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.64,ug/l,,166829,42696919,1760224,1992,5,126,0.0
France,Point 3 SRN Dunkerque,1992,1992-05-05,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,1.5,ug/l,,166829,42696953,1760183,1992,5,126,0.0
France,Point 4 SRN Dunkerque,1992,1992-05-05,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,1.2,ug/l,,166829,42696945,1760199,1992,5,126,0.0
France,Point 1 SRN Dunkerque,1992,1992-05-18,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,6.0,ug/l,,166829,42696959,1760177,1992,5,139,0.0
France,Point 3 SRN Boulogne,1992,1992-05-18,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.08,ug/l,,166829,42696913,1760232,1992,5,139,0.0
France,Point 3 SRN Dunkerque,1992,1992-05-18,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,3.4,ug/l,,166829,42696948,1760190,1992,5,139,0.0
France,Point 4 SRN Dunkerque,1992,1992-05-18,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,1.8,ug/l,,166829,42696942,1760196,1992,5,139,0.0
France,Point 1 SRN Dunkerque,1992,1992-06-01,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,4.0,ug/l,,166829,42696967,1760173,1992,6,153,0.0
France,Point 3 SRN Dunkerque,1992,1992-06-01,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,1.4,ug/l,,166829,42696955,1760185,1992,6,153,0.0
France,Point 4 SRN Dunkerque,1992,1992-06-01,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,2.2,ug/l,,166829,42696943,1760197,1992,6,153,0.0
France,Point 1 SRN Boulogne,1992,1992-06-04,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.56,ug/l,,166829,42696930,1760210,1992,6,156,0.0
France,Point 2 SRN Boulogne,1992,1992-06-04,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.24,ug/l,,166829,42696917,1760222,1992,6,156,0.0
France,Point 3 SRN Boulogne,1992,1992-06-04,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.08,ug/l,,166829,42696906,1760238,1992,6,156,0.0
France,Point 1 SRN Boulogne,1992,1992-06-18,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,2.803,ug/l,,166829,42696929,1760208,1992,6,170,0.0
France,Point 2 SRN Boulogne,1992,1992-06-18,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.32,ug/l,,166829,42696927,1760220,1992,6,170,0.0
France,Point 3 SRN Boulogne,1992,1992-06-18,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.08,ug/l,,166829,42696914,1760233,1992,6,170,0.0
France,Point 1 SRN Dunkerque,1992,1992-06-22,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,8.2,ug/l,,166829,42696838,1760167,1992,6,174,0.0
France,Point 3 SRN Dunkerque,1992,1992-06-22,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,10.0,ug/l,,166829,42696962,1760180,1992,6,174,0.0
France,Point 4 SRN Dunkerque,1992,1992-06-22,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,10.4,ug/l,,166829,42696951,1760193,1992,6,174,0.0
France,Point 1 SRN Boulogne,1992,1992-07-08,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.05,ug/l,,166829,42696923,1760215,1992,7,190,0.0
France,Point 1 SRN Dunkerque,1992,1992-07-29,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,16.9,ug/l,,166829,42696839,1760168,1992,7,211,0.0
France,Point 3 SRN Dunkerque,1992,1992-07-29,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,10.9,ug/l,,166829,42696963,1760181,1992,7,211,0.0
France,Point 4 SRN Dunkerque,1992,1992-07-29,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,5.5,ug/l,,166829,42696952,1760194,1992,7,211,0.0
France,Point 1 SRN Boulogne,1992,1992-08-05,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.16,ug/l,,166829,42696934,1760214,1992,8,218,0.0
France,Point 3 SRN Boulogne,1992,1992-08-05,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.08,ug/l,,166829,42696912,1760230,1992,8,218,0.0
France,Point 1 SRN Dunkerque,1992,1992-08-11,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,5.7,ug/l,,166829,42696966,1760172,1992,8,224,0.0
France,Point 3 SRN Dunkerque,1992,1992-08-11,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,3.3,ug/l,,166829,42696958,1760188,1992,8,224,0.0
France,Point 4 SRN Dunkerque,1992,1992-08-11,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,2.6,ug/l,,166829,42696937,1760203,1992,8,224,0.0
France,Point 1 SRN Boulogne,1992,1992-09-10,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.16,ug/l,,166829,42696939,1760205,1992,9,254,0.0
France,Point 2 SRN Boulogne,1992,1992-09-10,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.16,ug/l,,166829,42696911,1760228,1992,9,254,0.0
France,Point 1 SRN Dunkerque,1992,1992-10-19,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,2.1,ug/l,,166829,42696837,1760166,1992,10,293,0.0
France,Point 3 SRN Dunkerque,1992,1992-10-19,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,2.1,ug/l,,166829,42696961,1760179,1992,10,293,0.0
France,Point 4 SRN Dunkerque,1992,1992-10-19,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,2.4,ug/l,,166829,42696950,1760192,1992,10,293,0.0
France,Point 1 SRN Dunkerque,1992,1992-11-30,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,2.1,ug/l,,166829,42696840,1760169,1992,11,335,0.0
France,Point 3 SRN Dunkerque,1992,1992-11-30,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,2.1,ug/l,,166829,42696964,1760182,1992,11,335,0.0
France,Point 4 SRN Dunkerque,1992,1992-11-30,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,2.1,ug/l,,166829,42696941,1760195,1992,11,335,0.0
France,Point 1 SRN Dunkerque,1992,1992-12-09,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,1.2,ug/l,,166829,42696965,1760171,1992,12,344,0.0
France,Point 3 SRN Dunkerque,1992,1992-12-09,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,1.7,ug/l,,166829,42696957,1760187,1992,12,344,0.0
France,Point 4 SRN Dunkerque,1992,1992-12-09,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,1.5,ug/l,,166829,42696936,1760202,1992,12,344,0.0
France,Point 1 SRN Boulogne,1993,1993-01-25,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.1,ug/l,,166838,42698032,1760362,1993,1,25,0.0
France,Point 2 SRN Boulogne,1993,1993-01-26,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.2,ug/l,,166838,42698020,1760374,1993,1,26,0.0
France,Point 3 SRN Boulogne,1993,1993-01-26,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.1,ug/l,,166838,42697999,1760389,1993,1,26,0.0
France,Point 1 SRN Dunkerque,1993,1993-01-27,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,1.8,ug/l,,166838,42698065,1760323,1993,1,27,0.0
France,Point 3 SRN Dunkerque,1993,1993-01-27,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,1.6,ug/l,,166838,42698061,1760331,1993,1,27,0.0
France,Point 4 SRN Dunkerque,1993,1993-01-27,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.4,ug/l,,166838,42698041,1760347,1993,1,27,0.0
France,Point 1 SRN Boulogne,1993,1993-02-08,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.2,ug/l,,166838,42698024,1760366,1993,2,39,0.0
France,Point 1 SRN Dunkerque,1993,1993-02-09,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,4.4,ug/l,,166838,42698064,1760322,1993,2,40,0.0
France,Point 3 SRN Dunkerque,1993,1993-02-09,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,4.7,ug/l,,166838,42698052,1760334,1993,2,40,0.0
France,Point 4 SRN Dunkerque,1993,1993-02-09,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698049,1760343,1993,2,40,0.0
France,Point 1 SRN Dunkerque,1993,1993-03-09,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,5.1,ug/l,,166838,42697922,1760309,1993,3,68,0.0
France,Point 3 SRN Dunkerque,1993,1993-03-09,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,4.5,ug/l,,166838,42698053,1760335,1993,3,68,0.0
France,Point 4 SRN Dunkerque,1993,1993-03-09,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,2.0,ug/l,,166838,42698050,1760344,1993,3,68,0.0
France,Point 1 SRN Boulogne,1993,1993-03-11,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.1,ug/l,,166838,42698027,1760357,1993,3,70,0.0
France,Point 1 SRN Dunkerque,1993,1993-03-23,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,4.0,ug/l,,166838,42697927,1760314,1993,3,82,0.0
France,Point 3 SRN Dunkerque,1993,1993-03-24,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,6.5,ug/l,,166838,42698058,1760328,1993,3,83,0.0
France,Point 1 SRN Boulogne,1993,1993-03-25,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.1,ug/l,,166838,42698028,1760358,1993,3,84,0.0
France,Point 3 SRN Boulogne,1993,1993-03-25,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,1.1,ug/l,,166838,42697998,1760388,1993,3,84,0.0
France,Point 1 SRN Dunkerque,1993,1993-04-07,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,9.4,ug/l,,166838,42698073,1760319,1993,4,97,0.0
France,Point 3 SRN Dunkerque,1993,1993-04-07,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,5.0,ug/l,,166838,42698045,1760339,1993,4,97,0.0
France,Point 4 SRN Dunkerque,1993,1993-04-07,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.3,ug/l,,166838,42698047,1760341,1993,4,97,0.0
France,Point 1 SRN Boulogne,1993,1993-04-14,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.4,ug/l,,166838,42698022,1760364,1993,4,104,0.0
France,Point 2 SRN Boulogne,1993,1993-04-14,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.7,ug/l,,166838,42698006,1760384,1993,4,104,0.0
France,Point 3 SRN Boulogne,1993,1993-04-14,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,1.7,ug/l,,166838,42697985,1760399,1993,4,104,0.0
France,Point 1 SRN Dunkerque,1993,1993-04-16,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,20.8,ug/l,,166838,42697924,1760311,1993,4,106,0.0
France,Point 3 SRN Dunkerque,1993,1993-04-16,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,18.5,ug/l,,166838,42698056,1760338,1993,4,106,0.0
France,Point 4 SRN Dunkerque,1993,1993-04-16,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.2,ug/l,,166838,42698035,1760353,1993,4,106,0.0
France,Point 1 SRN Boulogne,1993,1993-04-21,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698016,1760370,1993,4,111,0.0
France,Point 2 SRN Boulogne,1993,1993-04-21,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,1.1,ug/l,,166838,42698007,1760385,1993,4,111,0.0
France,Point 3 SRN Boulogne,1993,1993-04-21,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,1.0,ug/l,,166838,42698002,1760392,1993,4,111,0.0
France,Point 1 SRN Boulogne,1993,1993-05-03,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698023,1760365,1993,5,123,0.0
France,Point 2 SRN Boulogne,1993,1993-05-03,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,1.2,ug/l,,166838,42698014,1760380,1993,5,123,0.0
France,Point 3 SRN Boulogne,1993,1993-05-03,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,1.0,ug/l,,166838,42697993,1760395,1993,5,123,0.0
France,Point 1 SRN Dunkerque,1993,1993-05-10,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,37.2,ug/l,,166838,42698071,1760317,1993,5,130,0.0
France,Point 3 SRN Dunkerque,1993,1993-05-10,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,16.8,ug/l,,166838,42698054,1760336,1993,5,130,0.0
France,Point 4 SRN Dunkerque,1993,1993-05-10,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698033,1760351,1993,5,130,0.0
France,Point 1 SRN Dunkerque,1993,1993-05-25,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,3.4,ug/l,,166838,42698069,1760315,1993,5,145,0.0
France,Point 3 SRN Dunkerque,1993,1993-05-25,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,3.0,ug/l,,166838,42698059,1760329,1993,5,145,0.0
France,Point 4 SRN Dunkerque,1993,1993-05-25,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.8,ug/l,,166838,42698039,1760345,1993,5,145,0.0
France,Point 1 SRN Boulogne,1993,1993-05-26,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,1.6,ug/l,,166838,42698021,1760363,1993,5,146,0.0
France,Point 2 SRN Boulogne,1993,1993-05-26,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,1.8,ug/l,,166838,42698009,1760375,1993,5,146,0.0
France,Point 3 SRN Boulogne,1993,1993-05-26,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.3,ug/l,,166838,42698000,1760390,1993,5,146,0.0
France,Point 1 SRN Dunkerque,1993,1993-06-08,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,0.8,ug/l,,166838,42698074,1760320,1993,6,159,0.0
France,Point 3 SRN Dunkerque,1993,1993-06-08,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,1.2,ug/l,,166838,42698046,1760340,1993,6,159,0.0
France,Point 4 SRN Dunkerque,1993,1993-06-08,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.4,ug/l,,166838,42698043,1760349,1993,6,159,0.0
France,Point 1 SRN Boulogne,1993,1993-06-10,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698025,1760367,1993,6,161,0.0
France,Point 2 SRN Boulogne,1993,1993-06-10,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.5,ug/l,,166838,42698004,1760382,1993,6,161,0.0
France,Point 3 SRN Boulogne,1993,1993-06-10,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.3,ug/l,,166838,42697995,1760397,1993,6,161,0.0
France,Point 1 SRN Dunkerque,1993,1993-06-22,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,6.0,ug/l,,166838,42697926,1760313,1993,6,173,0.0
France,Point 3 SRN Dunkerque,1993,1993-06-22,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,3.4,ug/l,,166838,42698057,1760327,1993,6,173,0.0
France,Point 4 SRN Dunkerque,1993,1993-06-22,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,2.7,ug/l,,166838,42698037,1760355,1993,6,173,0.0
France,Point 1 SRN Boulogne,1993,1993-06-24,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.4,ug/l,,166838,42698017,1760371,1993,6,175,0.0
France,Point 2 SRN Boulogne,1993,1993-06-24,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,1.7,ug/l,,166838,42698008,1760386,1993,6,175,0.0
France,Point 3 SRN Boulogne,1993,1993-06-24,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.7,ug/l,,166838,42697991,1760393,1993,6,175,0.0
France,Point 1 SRN Dunkerque,1993,1993-07-07,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,1.7,ug/l,,166838,42698063,1760321,1993,7,188,0.0
France,Point 3 SRN Dunkerque,1993,1993-07-07,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,2.4,ug/l,,166838,42698051,1760333,1993,7,188,0.0
France,Point 4 SRN Dunkerque,1993,1993-07-07,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698048,1760342,1993,7,188,0.0
France,Point 1 SRN Boulogne,1993,1993-07-19,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,3.8,ug/l,,166838,42698015,1760369,1993,7,200,0.0
France,Point 2 SRN Boulogne,1993,1993-07-19,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,1.4,ug/l,,166838,42698012,1760378,1993,7,200,0.0
France,Point 3 SRN Boulogne,1993,1993-07-19,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,1.8,ug/l,,166838,42698001,1760391,1993,7,200,0.0
France,Point 1 SRN Dunkerque,1993,1993-08-16,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,4.5,ug/l,,166838,42697925,1760312,1993,8,228,0.0
France,Point 3 SRN Dunkerque,1993,1993-08-16,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,2.8,ug/l,,166838,42698068,1760326,1993,8,228,0.0
France,Point 4 SRN Dunkerque,1993,1993-08-16,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.3,ug/l,,166838,42698036,1760354,1993,8,228,0.0
France,Point 1 SRN Boulogne,1993,1993-08-18,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,2.6,ug/l,,166838,42698031,1760361,1993,8,230,0.0
France,Point 2 SRN Boulogne,1993,1993-08-18,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,1.1,ug/l,,166838,42698010,1760376,1993,8,230,0.0
France,Point 3 SRN Boulogne,1993,1993-08-18,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.7,ug/l,,166838,42697997,1760387,1993,8,230,0.0
France,Point 1 SRN Dunkerque,1993,1993-09-13,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,9.8,ug/l,,166838,42697923,1760310,1993,9,256,0.0
France,Point 3 SRN Dunkerque,1993,1993-09-13,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,7.1,ug/l,,166838,42698055,1760337,1993,9,256,0.0
France,Point 4 SRN Dunkerque,1993,1993-09-13,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.7,ug/l,,166838,42698034,1760352,1993,9,256,0.0
France,Point 1 SRN Boulogne,1993,1993-09-15,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,2.9,ug/l,,166838,42698029,1760359,1993,9,258,0.0
France,Point 2 SRN Boulogne,1993,1993-09-15,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698018,1760372,1993,9,258,0.0
France,Point 3 SRN Boulogne,1993,1993-09-15,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.8,ug/l,,166838,42697986,1760400,1993,9,258,0.0
France,Point 1 SRN Boulogne,1993,1993-10-18,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698026,1760368,1993,10,291,0.0
France,Point 2 SRN Boulogne,1993,1993-10-18,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,1.4,ug/l,,166838,42698011,1760377,1993,10,291,0.0
France,Point 3 SRN Boulogne,1993,1993-10-18,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,4.6,ug/l,,166838,42697992,1760394,1993,10,291,0.0
France,Point 1 SRN Dunkerque,1993,1993-10-26,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,4.3,ug/l,,166838,42698070,1760316,1993,10,299,0.0
France,Point 3 SRN Dunkerque,1993,1993-10-26,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,3.6,ug/l,,166838,42698060,1760330,1993,10,299,0.0
France,Point 4 SRN Dunkerque,1993,1993-10-26,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,1.7,ug/l,,166838,42698040,1760346,1993,10,299,0.0
France,Point 1 SRN Dunkerque,1993,1993-11-03,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,1.3,ug/l,,166838,42698072,1760318,1993,11,307,0.0
France,Point 3 SRN Dunkerque,1993,1993-11-03,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,1.4,ug/l,,166838,42698067,1760325,1993,11,307,0.0
France,Point 4 SRN Dunkerque,1993,1993-11-03,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,1.7,ug/l,,166838,42698044,1760350,1993,11,307,0.0
France,Point 1 SRN Boulogne,1993,1993-11-17,50.754,1.55,0.0,,WT,O-MAJ,CPHL,W,,3.5,ug/l,,166838,42698030,1760360,1993,11,321,0.0
France,Point 2 SRN Boulogne,1993,1993-11-17,50.754,1.52033333,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698013,1760379,1993,11,321,0.0
France,Point 3 SRN Boulogne,1993,1993-11-17,50.749,1.45083333,0.0,,WT,O-MAJ,CPHL,W,,0.4,ug/l,,166838,42697987,1760401,1993,11,321,0.0
France,Point 1 SRN Dunkerque,1993,1993-12-27,51.0695,2.33483333,0.0,,WT,O-MAJ,CPHL,W,,1.7,ug/l,,166838,42698066,1760324,1993,12,361,0.0
France,Point 3 SRN Dunkerque,1993,1993-12-27,51.10983333,2.2835,0.0,,WT,O-MAJ,CPHL,W,,0.7,ug/l,,166838,42698062,1760332,1993,12,361,0.0
France,Point 4 SRN Dunkerque,1993,1993-12-27,51.15216667,2.25216667,0.0,,WT,O-MAJ,CPHL,W,,0.6,ug/l,,166838,42698042,1760348,1993,12,361,0.0
