feature,coefficient_standardized
s3_B08_mean,-0.6006361842819415
s3_B06_mean,0.36876910661702667
s3_TSM_NN_mean,0.3386956365254433
Longitude,0.16148711977947167
Latitude,-0.16093019241187909
s3_CHL_NN_mean,0.12987465686840638
doy_sin,0.11457520384558861
s3_CHL_OC4ME_mean,0.1106231380762595
valid_pixel_count,-0.06428890535345597
s3_ADG443_NN_mean,-0.05208298147009298
sat_time_diff_hours,0.0480992492336247
s3_KD490_M07_mean,0.04443892250606485
