Country,STATN,MYEAR,DATE,Latitude,Longitude,DEPHU,DEPHL,MATRX,PARGROUP,PARAM,BASIS,QFLAG,Value,MUNIT,VFLAG,tblAnalysisID,tblParamID,tblSampleID,year,month,dayofyear,sample_depth_m,sat_interval_from,sat_interval_to,sat_interval_mid_utc,sampleCount,noDataCount,valid_pixel_count,s3_CHL_OC4ME_mean,s3_CHL_OC4ME_stDev,s3_CHL_OC4ME_min,s3_CHL_OC4ME_max,s3_CHL_NN_mean,s3_CHL_NN_stDev,s3_CHL_NN_min,s3_CHL_NN_max,s3_TSM_NN_mean,s3_TSM_NN_stDev,s3_TSM_NN_min,s3_TSM_NN_max,s3_KD490_M07_mean,s3_KD490_M07_stDev,s3_KD490_M07_min,s3_KD490_M07_max,s3_ADG443_NN_mean,s3_ADG443_NN_stDev,s3_ADG443_NN_min,s3_ADG443_NN_max,s3_B03_mean,s3_B03_stDev,s3_B03_min,s3_B03_max,s3_B04_mean,s3_B04_stDev,s3_B04_min,s3_B04_max,s3_B06_mean,s3_B06_stDev,s3_B06_min,s3_B06_max,s3_B07_mean,s3_B07_stDev,s3_B07_min,s3_B07_max,s3_B08_mean,s3_B08_stDev,s3_B08_min,s3_B08_max,s3_B10_mean,s3_B10_stDev,s3_B10_min,s3_B10_max,s3_B11_mean,s3_B11_stDev,s3_B11_min,s3_B11_max,s3_B17_mean,s3_B17_stDev,s3_B17_min,s3_B17_max,sat_time_diff_hours,has_any_numeric_value,query_status,query_error,s3_buffer_m,s3_day_window,s3_max_cloud,s3_mosaicking_order,s3_chunk_name,doy_sin,doy_cos,spatial_block
The Netherlands,SCHAARVODDL,2017,2017-02-06,51.35033333,4.25066667,1.0,1.0,SPM,O-MAJ,CPHL,W,,10.0,ug/l,A,580734,51856074,2279470,2017,2,37,1.0,2017-02-03T00:00:00+00:00,2017-02-04T00:00:00+00:00,2017-02-03T12:00:00+00:00,64,19,45,0.8741907172732883,0.1747841442292857,0.6456692814826965,1.2598425149917605,1.097812765174442,0.5425762181610416,-1.039370059967041,1.4330708980560305,1.816931584146288,0.1599256799709532,1.6055508852005005,2.3846397399902344,-0.4112860926737387,0.2016673961716655,-0.6062992215156555,0.0905511751770973,0.486876623166932,0.3798436261575623,0.1889763623476028,1.7834645509719849,0.0270052197648005,0.014544173547744,0.0009826968889683,0.0472731739282608,0.0385420305654406,0.0145002931003355,0.0142399379983544,0.0591570809483528,0.0603155635297298,0.0141821965411064,0.0344737097620964,0.0795922726392746,0.0648310808671845,0.0139962371451779,0.040498062968254,0.0838770717382431,0.0665315732359886,0.013650532751926,0.0435560196638107,0.0851954743266105,0.0668062403798103,0.0137197471103228,0.0450758412480354,0.0865321829915046,0.066752526577976,0.0155190227787866,0.043391216546297,0.1005584895610809,0.0316363019040889,0.0297666305933936,0.0118961157277226,0.1506942957639694,60.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.5943761565849831,0.804187157621448,5_114
The Netherlands,HANSWGL,2017,2017-02-08,51.43616667,4.01416667,1.0,1.0,SPM,O-MAJ,CPHL,W,,1.9,ug/l,A,580733,51856265,2279039,2017,2,39,1.0,2017-02-03T00:00:00+00:00,2017-02-04T00:00:00+00:00,2017-02-03T12:00:00+00:00,64,12,52,0.9376135617494584,0.4600998918265224,0.4881889820098877,2.0,0.744094478396269,0.8342391633481647,-1.2283464670181274,1.669291377067566,1.6320315479085998,0.4842336126597371,-0.2244020849466323,2.330284833908081,-0.3039824448239344,0.5358556321701057,-0.748031497001648,1.0,0.8105693412228273,0.6188980246105708,0.0314960516989231,1.881889700889588,0.0519108117967754,0.0486728569275938,-0.0034302796702831,0.1551988273859024,0.0592662430762384,0.0502790435991435,0.0025025187060236,0.1633655875921249,0.0752535996278031,0.052216593615574,0.0135624269023537,0.1764763444662094,0.0757071505694721,0.054176561232189,0.0119327381253242,0.1804681569337844,0.0758835719181941,0.0554679037522738,0.0108890049159526,0.184057131409645,0.0758670214205407,0.0558594307402589,0.0114200273528695,0.1859065592288971,0.0810610370782132,0.0610456177301866,0.0088381608948111,0.1866756230592727,0.0836076887191246,0.0806178363815433,-4.272510705050081e-05,0.2258796989917755,108.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6216868902665479,0.7832658619336791,5_114
The Netherlands,ROTTMPT3,2017,2017-02-08,53.5655,6.56283333,1.0,1.0,SPM,O-MAJ,CPHL,W,,3.5,ug/l,A,580733,51856483,2279180,2017,2,39,1.0,2017-02-04T00:00:00+00:00,2017-02-05T00:00:00+00:00,2017-02-04T12:00:00+00:00,64,4,60,0.9884514252344768,0.0791259038435693,0.8031495809555054,1.149606227874756,0.480839881921808,0.0910787609369533,-0.0314960703253746,0.5669291019439697,0.9430233538150784,0.0846191169942004,0.8083436489105225,1.116355538368225,-0.3401574874917665,0.0595048477559344,-0.4881889820098877,-0.1929133981466293,0.0226377846983571,0.1468009953650186,-0.2047244161367416,0.4055117964744568,0.0079625852173194,0.0026407203080994,0.0024842075072228,0.0162175372242927,0.0199734503092865,0.0024865715061838,0.016345715150237,0.0287423338741064,0.0353428773581981,0.0023028484274024,0.0328623317182064,0.0432264171540737,0.0235053572493294,0.0022791039477595,0.0206122025847435,0.0318002887070179,0.0174288167152553,0.0020410349465467,0.0150090036913752,0.0250618010759353,0.0163374750409275,0.0020119826854116,0.0142033156007528,0.0237434022128582,0.0096444602822884,0.0017986531984254,0.0072084730491042,0.0161992255598306,0.0001971503861568,0.0008403893524641,-0.0005920582916587,0.0035645628813654,84.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6216868902665479,0.7832658619336791,8_119
The Netherlands,TERNZBI20,2017,2017-02-08,51.3465,3.8255,1.0,1.0,SPM,O-MAJ,CPHL,W,,2.8,ug/l,A,580733,51856256,2279040,2017,2,39,1.0,2017-02-03T00:00:00+00:00,2017-02-04T00:00:00+00:00,2017-02-03T12:00:00+00:00,64,15,49,0.7655471526846593,0.1836745237118205,0.2677165269851684,1.2598425149917605,1.1483207466650982,0.0850641840197486,0.9291338324546814,1.2755905389785769,1.6306947153441758,0.1427492915088919,1.3518940210342407,1.7867343425750732,-0.5412180663979782,0.1326239824432848,-0.7952755689620972,-0.1338582783937454,0.2528523094191843,0.1384840022235736,0.1102362126111984,0.7598425149917603,0.0325364692288698,0.013986293267974,0.008160650730133,0.099771112203598,0.0423863500128595,0.0168491223303126,0.0121890939772129,0.1104464903473854,0.0609874447085419,0.023099337383566,0.0164189599454402,0.1316690593957901,0.0593372017943433,0.0233807707942338,0.0142765594646334,0.12795190513134,0.0563831356335051,0.022946479841957,0.0123722050338983,0.1213782206177711,0.0553745289846342,0.0229229998004474,0.0112002938985824,0.1180639117956161,0.0487952368257909,0.0208970798161904,0.0097537161782383,0.1184484437108039,0.0111965570680212,0.0117367906091849,0.0001403859496349,0.0852137878537178,108.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6216868902665479,0.7832658619336791,5_114
The Netherlands,VLISSGBISSVH,2017,2017-02-08,51.412,3.56566667,1.0,1.0,SPM,O-MAJ,CPHL,W,,1.9,ug/l,A,580733,51856258,2279041,2017,2,39,1.0,2017-02-03T00:00:00+00:00,2017-02-04T00:00:00+00:00,2017-02-03T12:00:00+00:00,64,4,60,0.8517060240109763,0.2236606961588335,0.5984252095222473,1.8740156888961792,1.0427821348110833,0.1334745690626375,0.7716535329818726,1.2440944910049438,1.6291047294934593,0.0633105969000858,1.4606040716171265,1.7504976987838743,-0.4637795332508783,0.2121152268681743,-0.6535432934761047,0.5511810779571533,0.1013779414196809,0.1361651338197335,-0.1062992215156555,0.7401574850082397,0.0342109453983236,0.0179848942893658,-0.0049134790897369,0.0914761796593666,0.0521726147271692,0.0183809580651362,0.0092959385365247,0.1066011562943458,0.0779775404681762,0.0206516710450511,0.0329538881778717,0.132108524441719,0.0719669197375575,0.0207901439128005,0.0276802890002727,0.1319071054458618,0.0663203856286903,0.0203931760415045,0.0253364685922861,0.1296182125806808,0.0647654671532412,0.0202288979848466,0.025354778394103,0.1278969794511795,0.0547868298056224,0.019740220785574,0.0190740693360567,0.1207922622561454,0.0120432153028862,0.0160776809556319,-0.0001525917468825,0.0837855190038681,108.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6216868902665479,0.7832658619336791,4_114
The Netherlands,BOCHTVWTM,2017,2017-02-09,53.335,6.944,1.0,1.0,SPM,O-MAJ,CPHL,W,,3.1,ug/l,A,580733,51856490,2279177,2017,2,40,1.0,2017-02-12T00:00:00+00:00,2017-02-13T00:00:00+00:00,2017-02-12T12:00:00+00:00,64,12,52,0.5950938726846988,0.0327340880027059,0.5354330539703369,0.6456692814826965,1.4494245900557594,0.0934202462212679,1.212598443031311,1.5590550899505615,2.095791516395715,0.1211989588748132,1.895444393157959,2.2940480709075928,-0.6798909856722907,0.0201421692742018,-0.712598443031311,-0.6417322754859924,0.6988945993093346,0.1171765330239457,0.5629920959472656,1.074803113937378,0.096189532142419,0.0116843670240403,0.0803796499967575,0.1275490671396255,0.1027498381355634,0.0119586595576722,0.0871913805603981,0.1332255005836486,0.1200591145226588,0.0117010253225623,0.1058320924639701,0.1493575870990753,0.1249326862967931,0.0122482580763808,0.1079561784863472,0.1555650532245636,0.1258676085047997,0.0129145956530286,0.1081942245364189,0.1576159000396728,0.1257517555585274,0.0132188130166804,0.1080111116170883,0.1582201570272445,0.1288051325827837,0.0133677514804362,0.1094760000705719,0.1623584777116775,0.0820973753356016,0.0176818824564548,0.0576006360352039,0.1266518235206604,84.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6350683134867438,0.7724559775191742,9_118
The Netherlands,GROOTGND,2017,2017-02-09,53.30433333,7.15666667,1.0,1.0,SPM,O-MAJ,CPHL,W,,2.7,ug/l,A,580733,51856491,2279178,2017,2,40,1.0,2017-02-12T00:00:00+00:00,2017-02-13T00:00:00+00:00,2017-02-12T12:00:00+00:00,64,49,15,0.5259842395782472,0.0112095256281403,0.5039370059967041,0.5354330539703369,1.057217820485433,0.0214131950958143,1.0236220359802246,1.0866141319274902,2.364105606079102,0.0173364510420871,2.330284833908081,2.3846397399902344,-0.7299212694168092,0.0058923710277364,-0.7362204790115356,-0.7244094610214233,1.0380577246348064,0.0418303670629277,0.9763779640197754,1.074803113937378,0.182999970515569,0.0093384149889616,0.1661305576562881,0.190942108631134,0.1883858829736709,0.0090668430302647,0.1734183877706527,0.1965270042419433,0.2046412607034047,0.0097419757964003,0.1879574060440063,0.2138676196336746,0.2120047638813654,0.0096381374869045,0.1950438022613525,0.2208990752696991,0.2157487759987513,0.0107043486122112,0.1965270042419433,0.2258613854646682,0.2168547650178273,0.010820164194248,0.1975524127483368,0.2275277078151703,0.2200140456358592,0.0106167562222752,0.1999694854021072,0.2301095724105835,0.2017041583855947,0.0102418630141357,0.1815485060214996,0.2095645070075988,84.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6350683134867438,0.7724559775191742,9_118
The Netherlands,HUIBGOT,2017,2017-02-09,53.55916667,6.66116667,1.0,1.0,SPM,O-MAJ,CPHL,W,,2.2,ug/l,A,580733,51856493,2279179,2017,2,40,1.0,2017-02-04T00:00:00+00:00,2017-02-05T00:00:00+00:00,2017-02-04T12:00:00+00:00,64,4,60,1.0299212475617727,0.0780653439783125,0.8346456289291382,1.1811023950576782,0.6254593054453532,0.0475138260195055,0.5669291019439697,0.7559055089950562,1.2616042554378506,0.088235388266966,1.116355538368225,1.4062490463256836,-0.3437007923920949,0.0591875154402336,-0.4291338622570038,-0.1456692963838577,-0.2339238979543249,0.078369508371267,-0.3425197005271911,-0.0275590661913156,0.0089584042706216,0.0016106952960318,0.0061464286409318,0.012244027107954,0.0180645173415541,0.0016921199775629,0.0139469597488641,0.0212164688855409,0.0320590851518015,0.0028992141923142,0.0237617120146751,0.0370738878846168,0.0231986463069915,0.002601362369181,0.0170598477125167,0.0285592228174209,0.0180181291730453,0.0022099961069653,0.0123538933694362,0.0223151352256536,0.0165944405210514,0.002099526930927,0.0117130046710371,0.0204840246587991,0.0103598142430807,0.0014542281817836,0.0072817173786461,0.0139103373512625,-4.364066141230676e-05,0.0001548858728086,-0.0003540139005053,0.0002868747978936,108.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6350683134867438,0.7724559775191742,9_119
The Netherlands,MAASSS,2017,2017-02-09,51.90466667,4.264,1.0,1.0,SPM,O-MAJ,CPHL,W,,2.8,ug/l,A,580734,51856015,2279519,2017,2,40,1.0,2017-02-03T00:00:00+00:00,2017-02-04T00:00:00+00:00,2017-02-03T12:00:00+00:00,64,46,18,1.1496063106589849,0.4976366918584725,0.7086614370346069,2.0,0.6946631636884477,0.1666523188755002,0.4251968264579773,0.9921259880065918,0.2808984551164839,0.9175965828071088,-1.4020946025848389,1.116355538368225,-0.110236225856675,0.617972302545047,-0.6299212574958801,1.0,0.9206036676963172,0.5056858912088025,0.228346437215805,1.5669291019439695,0.029043449063061,0.0280727373187825,-0.0086123226210474,0.068276010453701,0.040703555349157,0.0284228119747378,0.0031800295691937,0.0845912098884582,0.0643665903351373,0.0287338350355045,0.0266548674553632,0.1083956435322761,0.0597145519115858,0.0301897379058592,0.0190008245408535,0.1018952056765556,0.0560045192121631,0.0310578614655304,0.014477982185781,0.0974089801311492,0.0550960840967794,0.0317598044436402,0.0124088274314999,0.096365250647068,0.0643665908007986,0.0394761168790824,0.0092959385365247,0.1079195588827133,0.0823694592626351,0.0629394270093975,0.0014770966954529,0.1699026525020599,132.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6350683134867438,0.7724559775191742,5_115
The Netherlands,DOOVBWT,2017,2017-02-10,53.05283333,5.03233333,1.0,1.0,SPM,O-MAJ,CPHL,W,,11.6,ug/l,A,580733,51856166,2279092,2017,2,41,1.0,2017-02-13T00:00:00+00:00,2017-02-14T00:00:00+00:00,2017-02-13T12:00:00+00:00,64,4,60,0.846456679701805,0.0342165113892741,0.787401556968689,0.913385808467865,1.0671915690104168,0.0268743719331586,1.039370059967041,1.118110179901123,1.423159513870875,0.0272512512718596,1.3881306648254397,1.4787224531173706,-0.470472448070844,0.0231748988653439,-0.5472440719604492,-0.4409448802471161,0.0774278100579977,0.0253284222838771,0.0511810928583145,0.1299212425947189,0.0275890390699108,0.0017413034239271,0.0245307795703411,0.0304635781794786,0.0359886486083269,0.001174967620468,0.0337595753371715,0.0386852659285068,0.0552366727342208,0.0010082792196789,0.0537186823785305,0.0573442801833152,0.0376976850753029,0.0006887821934737,0.0363231301307678,0.0389416180551052,0.0263652468410631,0.0006586698067729,0.0252998452633619,0.0283761117607355,0.0243989389700194,0.0006660042908877,0.0231025125831365,0.0267647337168455,0.0187475215643644,0.0009575799664794,0.0172795820981264,0.0215826909989118,1.007191791965548e-05,0.0002832819787106,-0.0005188138457015,0.0005615414120256,84.0,True,ok,,1200,7,100,mostRecent,month_2017_02,0.6482618097757122,0.7614175109532997,6_118
