feature,coefficient_standardized
Longitude,0.3089417482009398
s3_CHL_OC4ME_mean,-0.2045715267454179
Latitude,-0.15570520160984477
s3_TSM_NN_mean,0.1407401317322611
s3_KD490_M07_mean,0.1401498734590972
s3_B08_mean,0.13020941662282995
s3_B06_mean,-0.1152322069453831
s3_ADG443_NN_mean,-0.108226700754075
doy_sin,0.07096289576894646
s3_CHL_NN_mean,0.02721349521477942
sat_time_diff_hours,-0.007063438989953088
valid_pixel_count,-0.002790181611893261
